Source page: https://www.congress.gov/help/field-values/member-bioguide-ids?loclr=bloglaw,,
member_value,bioguideid_value,
"DeFazio, Peter A. (Democratic - Oregon)",D000191,
"DeGette, Diana (Democratic - Colorado)",D000197,
"Delahunt, Bill (Democratic - Massachusetts)",D000210,
"Delaney, James J. (Democratic - New York)",D000211,
"Delaney, John K. (Democratic - Maryland)",D000620,
"DeLauro, Rosa L. (Democratic - Connecticut)",D000216,
"DeLay, Tom (Republican - Texas)",D000217,
"DelBene, Suzan K. (Democratic - Washington)",D000617,
"Dellenback, John (Republican - Oregon)",D000220,
"Dellums, Ronald V. (Democratic - California)",D000222,
"DeMint, Jim (Republican - South Carolina)",D000595,
"DeNardis, Lawrence J. (Republican - Connecticut)",D000231,
"Denham, Jeff (Republican - California)",D000612,
"Denholm, Frank E. (Democratic - South Dakota)",D000234,
"Dennis, David W. (Republican - Indiana)",D000241,
"Dent, Charles W. (Republican - Pennsylvania)",D000604,
"Dent, John H. (Democratic - Pennsylvania)",D000255,
"Denton, Jeremiah (Republican - Alabama)",D000259,
"Derrick, Butler C. (Democratic - South Carolina)",D000267,
"Derwinski, Edward J. (Republican - Illinois)",D000269,
"DeSantis, Ron (Republican - Florida)",D000621,
"DeSaulnier, Mark (Democratic - California)",D000623,
"DesJarlais, Scott (Republican - Tennessee)",D000616,
"Deutch, Theodore E. (Democratic - Florida)",D000610,
"Deutsch, Peter (Democratic - Florida)",D000275,
"Devine, Samuel L. (Republican - Ohio)",D000279,
"DeWine, Mike (Republican - Ohio)",D000294,
"Diaz-Balart, Lincoln (Republican - Florida)",D000299,
"Diaz-Balart, Mario (Republican - Florida)",D000600,
"Dickey, Jay (Republican - Arkansas)",D000312,
"Dickinson, William L. (Republican - Alabama)",D000326,
"Dicks, Norman D. (Democratic - Washington)",D000327,
"Diggs, Charles C., Jr. (Democratic - Michigan)",D000344,
"Dingell, Debbie (Democratic - Michigan)",D000624,
"Dingell, John D. (Democratic - Michigan)",D000355,
"DioGuardi, Joseph J. (Republican - New York)",D000359,
"Dixon, Alan J. (Democratic - Illinois)",D000366,
"Dixon, Julian C. (Democratic - California)",D000373,
"Djou, Charles K. (Republican - Hawaii)",D000611,
"Dodd, Christopher J. (Democratic - Connecticut)",D000388,
"Doggett, Lloyd (Democratic - Texas)",D000399,
"Dold, Robert J. (Republican - Illinois)",D000613,
"Dole, Elizabeth (Republican - North Carolina)",D000601,
"Dole, Robert J. (Republican - Kansas)",D000401,
"Domenici, Pete V. (Republican - New Mexico)",D000407,
"Dominick, Peter H. (Republican - Colorado)",D000409,
"Donnelly, Brian J. (Democratic - Massachusetts)",D000416,
"Donnelly, Joe (Democratic - Indiana)",D000607,
"Donohue, Harold D. (Democratic - Massachusetts)",D000419,
"Donovan, Daniel M., Jr. (Republican - New York)",D000625,
"Dooley, Calvin M. (Democratic - California)",D000424,
"Doolittle, John T. (Republican - California)",D000429,
"Dorgan, Byron L. (Democratic - North Dakota)",D000432,
"Dorn, William Jennings Bryan (Democratic - South Carolina)",D000434,
"Dornan, Robert K. (Republican - California)",D000435,
"Dougherty, Charles F. (Republican - Pennsylvania)",D000446,
"Douglas, Chuck (Republican - New Hampshire)",D000451,
"Dowdy, Wayne (Democratic - Mississippi)",D000466,
"Downey, Thomas J. (Democratic - New York)",D000471,
"Downing, Thomas N. (Democratic - Virginia)",D000474,
"Doyle, Michael F. (Democratic - Pennsylvania)",D000482,
"Drake, Thelma D. (Republican - Virginia)",D000605,
"Dreier, David (Republican - California)",D000492,
"Driehaus, Steve (Democratic - Ohio)",D000609,
"Drinan, Robert F. (Democratic - Massachusetts)",D000499,
"du Pont, Pierre S., IV (Republican - Delaware)",D000558,
"Duckworth, Tammy (Democratic - Illinois)",D000622,
"Duffy, Sean P. (Republican - Wisconsin)",D000614,
"Dulski, Thaddeus J. (Democratic - New York)",D000523,
"Duncan, Jeff (Republican - South Carolina)",D000615,
"Duncan, John J. (Republican - Tennessee)",D000534,
"Duncan, John J., Jr. (Republican - Tennessee)",D000533,
"Duncan, Robert B. (Democratic - Oregon)",D000537,
"Dunn, Jennifer (Republican - Washington)",D000549,
"Dunn, Jim (Republican - Michigan)",D000548,
"Durbin, Richard (Democratic - Illinois)",D000563,
"Durenberger, Dave (Republican - Minnesota)",D000566,
"Durkin, John A. (Democratic - New Hampshire)",D000574,
"Dwyer, Bernard J. (Democratic - New Jersey)",D000586,
"Dymally, Mervyn M. (Democratic - California)",D000592,
"Dyson, Roy (Democratic - Maryland)",D000593,
"Eagleton, Thomas F. (Democratic - Missouri)",E000004,
"Early, Joseph D. (Democratic - Massachusetts)",E000013,
"East, John P. (Republican - North Carolina)",E000017,
"Eastland, James O. (Democratic - Mississippi)",E000018,
"Eckart, Dennis E. (Democratic - Ohio)",E000031,
"Eckert, Fred J. (Republican - New York)",E000033,
"Eckhardt, Bob (Democratic - Texas)",E000035,
"Edgar, Robert W. (Democratic - Pennsylvania)",E000043,
"Edwards, Chet (Democratic - Texas)",E000063,
"Edwards, Don (Democratic - California)",E000064,
"Edwards, Donna F. (Democratic - Maryland)",E000290,
"Edwards, Jack (Republican - Alabama)",E000084,
"Edwards, John (Democratic - North Carolina)",E000286,
"Edwards, Mickey (Republican - Oklahoma)",E000077,
"Ehlers, Vernon J. (Republican - Michigan)",E000092,
"Ehrlich, Robert L., Jr. (Republican - Maryland)",E000093,
"Eilberg, Joshua (Democratic - Pennsylvania)",E000096,
"Ellison, Keith (Democratic - Minnesota)",E000288,
"Ellmers, Renee L. (Republican - North Carolina)",E000291,
"Ellsworth, Brad (Democratic - Indiana)",E000289,
"Emanuel, Rahm (Democratic - Illinois)",E000287,
"Emerson, Bill (Republican - Missouri)",E000174,
"Emerson, Jo Ann (Republican - Missouri)",E000172,
"Emery, David F. (Republican - Maine)",E000175,
"Emmer, Tom (Republican - Minnesota)",E000294,
"Engel, Eliot L. (Democratic - New York)",E000179,
"English, Glenn (Democratic - Oklahoma)",E000184,
"English, Karan (Democratic - Arizona)",E000186,
"English, Phil (Republican - Pennsylvania)",E000187,
"Ensign, John (Republican - Nevada)",E000194,
"Enyart, William L. (Democratic - Illinois)",E000292,
"Enzi, Michael B. (Republican - Wyoming)",E000285,
"Erdahl, Arlen (Republican - Minnesota)",E000198,
"Erdreich, Ben (Democratic - Alabama)",E000201,
"Erlenborn, John N. (Republican - Illinois)",E000204,
"Ernst, Joni (Republican - Iowa)",E000295,
"Ertel, Allen E. (Democratic - Pennsylvania)",E000208,
"Ervin, Sam J., Jr. (Democratic - North Carolina)",E000211,
"Esch, Marvin L. (Republican - Michigan)",E000213,
"Eshleman, Edwin D. (Republican - Pennsylvania)",E000214,
"Eshoo, Anna G. (Democratic - California)",E000215,
"Espy, Mike (Democratic - Mississippi)",E000218,
"Esty, Elizabeth H. (Democratic - Connecticut)",E000293,
"Etheridge, Bob (Democratic - North Carolina)",E000226,
"Evans, Billy Lee (Democratic - Georgia)",E000233,
"Evans, Cooper (Republican - Iowa)",E000259,
"Evans, Daniel J. (Republican - Washington)",E000236,
"Evans, David W. (Democratic - Indiana)",E000239,
"Evans, Frank E. (Democratic - Colorado)",E000240,
"Evans, Lane (Democratic - Illinois)",E000250,
"Evans, Melvin H. (Republican - Virgin Islands)",E000254,
"Evans, Thomas B., Jr. (Republican - Delaware)",E000258,
"Everett, Terry (Republican - Alabama)",E000268,
"Evins, Joe L. (Democratic - Tennessee)",E000273,
"Ewing, Thomas W. (Republican - Illinois)",E000282,
"Exon, J. James (Democratic - Nebraska)",E000284,
"Faircloth, Lauch (Republican - North Carolina)",F000437,
"Faleomavaega, Eni F. H. (Democratic - American Samoa)",F000010,
"Fallin, Mary (Republican - Oklahoma)",F000453,
"Fannin, Paul J. (Republican - Arizona)",F000013,
"Farenthold, Blake (Republican - Texas)",F000460,
"Farr, Sam (Democratic - California)",F000030,
"Fary, John G. (Democratic - Illinois)",F000040,
"Fascell, Dante B. (Democratic - Florida)",F000041,
"Fattah, Chaka (Democratic - Pennsylvania)",F000043,
"Fauntroy, Walter E. (Democratic - District of Columbia)",F000046,
"Fawell, Harris W. (Republican - Illinois)",F000049,
"Fazio, Vic (Democratic - California)",F000053,
"Feeney, Tom (Republican - Florida)",F000447,
"Feighan, Edward F. (Democratic - Ohio)",F000059,
"Feingold, Russell D. (Democratic - Wisconsin)",F000061,
"Feinstein, Dianne (Democratic - California)",F000062,
"Fenwick, Millicent H. (Republican - New Jersey)",F000078,
"Ferguson, Mike (Republican - New Jersey)",F000443,
"Ferraro, Geraldine A. (Democratic - New York)",F000088,
"Fiedler, Bobbi (Republican - California)",F000102,
"Fields, Cleo (Democratic - Louisiana)",F000110,
"Fields, Jack (Republican - Texas)",F000111,
"Filner, Bob (Democratic - California)",F000116,
"Fincher, Stephen Lee (Republican - Tennessee)",F000458,
"Findley, Paul (Republican - Illinois)",F000123,
"Fingerhut, Eric D. (Democratic - Ohio)",F000128,
"Fischer, Deb (Republican - Nebraska)",F000463,
"Fish, Hamilton, Jr. (Republican - New York)",F000141,
"Fisher, Joesph L. (Democratic - Virginia)",F000151,
"Fisher, O. C. (Democratic - Texas)",F000152,
"Fithian, Floyd J. (Democratic - Indiana)",F000161,
"Fitzgerald, Peter (Republican - Illinois)",F000442,
"Fitzpatrick, Michael G. (Republican - Pennsylvania)",F000451,
"Flake, Floyd H. (Democratic - New York)",F000184,
"Flake, Jeff (Republican - Arizona)",F000444,
"Flanagan, Michael Patrick (Republican - Illinois)",F000187,
"Fleischmann, Charles J. ""Chuck (Republican - Tennessee)""",F000459,
"Fleming, John (Republican - Louisiana)",F000456,
"Fletcher, Ernie (Republican - Kentucky)",F000441,
"Flippo, Ronnie G. (Democratic - Alabama)",F000208,
"Flood, Daniel J. (Democratic - Pennsylvania)",F000209,
"Flores, Bill (Republican - Texas)",F000461,
"Florio, James J. (Democratic - New Jersey)",F000215,
"Flowers, Walter (Democratic - Alabama)",F000218,
"Flynt, John J., Jr. (Democratic - Georgia)",F000229,
"Foglietta, Thomas M. (Democratic - Pennsylvania)",F000235,
"Foley, Mark (Republican - Florida)",F000238,
"Foley, Thomas S. (Democratic - Washington)",F000239,
"Fong, Hiram L. (Republican - Hawaii)",F000245,
"Forbes, J. Randy (Republican - Virginia)",F000445,
"Forbes, Michael P. (Democratic - New York)",F000257,
"Ford, Gerald R., Jr. (Republican - Michigan)",F000260,
"Ford, Harold E. (Democratic - Tennessee)",F000261,
"Ford, Harold E., Jr. (Democratic - Tennessee)",F000262,
"Ford, Wendell H. (Democratic - Kentucky)",F000268,
"Ford, William D. (Democratic - Michigan)",F000270,
"Forsythe, Edwin B. (Republican - New Jersey)",F000286,
"Fortenberry, Jeff (Republican - Nebraska)",F000449,
"Fortuno, Luis G. (Republican - Puerto Rico)",F000452,
"Fossella, Vito (Republican - New York)",F000440,
"Foster, Bill (Democratic - Illinois)",F000454,
"Fountain, L. H. (Democratic - North Carolina)",F000319,
"Fowler, Tillie (Republican - Florida)",F000328,
"Fowler, Wyche, Jr. (Democratic - Georgia)",F000329,
"Fox, Jon D. (Republican - Pennsylvania)",F000332,
"Foxx, Virginia (Republican - North Carolina)",F000450,
"Frahm, Sheila (Republican - Kansas)",F000438,
"Frank, Barney (Democratic - Massachusetts)",F000339,
"Frankel, Lois (Democratic - Florida)",F000462,
"Franken, Al (Democratic - Minnesota)",F000457,
"Franklin, William W. (Republican - Mississippi)",F000347,
"Franks, Bob (Republican - New Jersey)",F000349,
"Franks, Gary A. (Republican - Connecticut)",F000348,
"Franks, Trent (Republican - Arizona)",F000448,
"Fraser, Donald M. (Democratic - Minnesota)",F000350,
"Frazer, Victor O. (Independent - Virgin Islands)",F000351,
"Frelinghuysen, Peter H. B. (Republican - New Jersey)",F000371,
"Frelinghuysen, Rodney P. (Republican - New Jersey)",F000372,
"Frenzel, Bill (Republican - Minnesota)",F000380,
"Frey, Lou, Jr. (Republican - Florida)",F000381,
"Frisa, Dan (Republican - New York)",F000387,
"Frist, William H. (Republican - Tennessee)",F000439,
"Froehlich, Harold V. (Republican - Wisconsin)",F000388,
"Frost, Martin (Democratic - Texas)",F000392,
"Fudge, Marcia L. (Democratic - Ohio)",F000455,
"Fulbright, James (Democratic - Arkansas)",F000401,
"Fulton, Richard (Democratic - Tennessee)",F000424,
"Funderburk, David (Republican - North Carolina)",F000426,
"Fuqua, Don (Democratic - Florida)",F000430,
"Furse, Elizabeth (Democratic - Oregon)",F000434,
"Fuster, Jamie B. (Democratic - Puerto Rico)",F000435,
"Gabbard, Tulsi (Democratic - Hawaii)",G000571,
"Gallegly, Elton (Republican - California)",G000021,
"Gallego, Pete P. (Democratic - Texas)",G000572,
"Gallego, Ruben (Democratic - Arizona)",G000574,
"Gallo, Dean A. (Republican - New Jersey)",G000025,
"Gammage, Robert A. (Democratic - Texas)",G000036,
"Ganske, Greg (Republican - Iowa)",G000041,
"Garamendi, John (Democratic - California)",G000559,
"Garcia, Joe (Democratic - Florida)",G000573,
"Garcia, Robert (Democratic - New York)",G000047,
"Gardner, Cory (Republican - Colorado)",G000562,
"Garn, E. J. (Jake) (Republican - Utah)",G000072,
"Garrett, Scott (Republican - New Jersey)",G000548,
"Gaydos, Joseph M. (Democratic - Pennsylvania)",G000105,
"Gejdenson, Sam (Democratic - Connecticut)",G000120,
"Gekas, George W. (Republican - Pennsylvania)",G000121,
"Gephardt, Richard A. (Democratic - Missouri)",G000132,
"Geren, Pete (Democratic - Texas)",G000134,
"Gerlach, Jim (Republican - Pennsylvania)",G000549,
"Gettys, Tom S. (Democratic - South Carolina)",G000144,
"Giaimo, Robert N. (Democratic - Connecticut)",G000151,
"Gibbons, Jim (Republican - Nevada)",G000152,
"Gibbons, Sam (Democratic - Florida)",G000153,
"Gibbs, Bob (Republican - Ohio)",G000563,
"Gibson, Christopher P. (Republican - New York)",G000564,
"Giffords, Gabrielle (Democratic - Arizona)",G000554,
"Gilchrest, Wayne T. (Republican - Maryland)",G000180,
"Gillibrand, Kirsten E. (Democratic - New York)",G000555,
"Gillmor, Paul E. (Republican - Ohio)",G000210,
"Gilman, Benjamin A. (Republican - New York)",G000212,
"Gingrey, Phil (Republican - Georgia)",G000550,
"Gingrich, Newt (Republican - Georgia)",G000225,
"Ginn, Bo (Democratic - Georgia)",G000226,
"Glenn, John H., Jr. (Democratic - Ohio)",G000236,
"Glickman, Dan (Democratic - Kansas)",G000240,
"Gohmert, Louie (Republican - Texas)",G000552,
"Goldwater, Barry (Republican - Arizona)",G000267,
"Goldwater, Barry, Jr. (Republican - California)",G000268,
"Gonzalez, Charles A. (Democratic - Texas)",G000544,
"Gonzalez, Henry B. (Democratic - Texas)",G000272,
"Goode, Virgil H., Jr. (Republican - Virginia)",G000280,
"Goodlatte, Bob (Republican - Virginia)",G000289,
"Goodling, William F. (Republican - Pennsylvania)",G000291,
"Goodwin, Carte Patrick (Democratic - West Virginia)",G000561,
"Gordon, Bart (Democratic - Tennessee)",G000309,
"Gore, Albert, Jr. (Democratic - Tennessee)",G000321,
"Gorton, Slade (Republican - Washington)",G000333,
"Gosar, Paul A. (Republican - Arizona)",G000565,
"Goss, Porter J. (Republican - Florida)",G000336,
"Gowdy, Trey (Republican - South Carolina)",G000566,
"Gradison, Willis D., Jr. (Democratic - Ohio)",G000349,
"Graham, Bob (Democratic - Florida)",G000352,
"Graham, Gwen (Democratic - Florida)",G000575,
"Graham, Lindsey (Republican - South Carolina)",G000359,
"Gramm, Phil (Republican - Texas)",G000365,
"Grams, Rod (Republican - Minnesota)",G000367,
"Grandy, Fred (Republican - Iowa)",G000371,
"Granger, Kay (Republican - Texas)",G000377,
"Grant, Bill (Republican - Florida)",G000382,
"Grassley, Chuck (Republican - Iowa)",G000386,
"Grasso, Ella T. (Democratic - Connecticut)",G000387,
"Gravel, Mike (Democratic - Alaska)",G000388,
"Graves, Garret (Republican - Louisiana)",G000577,
"Graves, Sam (Republican - Missouri)",G000546,
"Graves, Tom (Republican - Georgia)",G000560,
"Gray, Kenneth J. (Democratic - Illinois)",G000400,
"Gray, William H., III (Democratic - Pennsylvania)",G000402,
"Grayson, Alan (Democratic - Florida)",G000556,
"Green, Al (Democratic - Texas)",G000553,
"Green, Edith (Democratic - Oregon)",G000407,
"Green, Gene (Democratic - Texas)",G000410,
"Green, Mark (Republican - Wisconsin)",G000545,
"Green, S. William (Republican - New York)",G000417,
"Green, William J. (Democratic - Pennsylvania)",G000420,
"Greenwood, James C. (Republican - Pennsylvania)",G000439,
"Gregg, Judd (Republican - New Hampshire)",G000445,
"Griffin, Robert P. (Republican - Michigan)",G000465,
"Griffin, Tim (Republican - Arkansas)",G000567,
"Griffith, H. Morgan (Republican - Virginia)",G000568,
"Griffith, Parker (Republican - Alabama)",G000557,
"Griffiths, Martha W. (Democratic - Michigan)",G000471,
"Grijalva, Raul M. (Democratic - Arizona)",G000551,
"Grimm, Michael G. (Republican - New York)",G000569,
"Grisham, Wayne R. (Republican - California)",G000480,
"Gross, H. R. (Republican - Iowa)",G000495,
"Grotberg, John E. (Republican - Illinois)",G000499,
"Grothman, Glenn (Republican - Wisconsin)",G000576,
"Grover, James R., Jr. (Republican - New York)",G000504,
"Grucci, Felix J., Jr. (Republican - New York)",G000547,
"Guarini, Frank J. (Democratic - New Jersey)",G000511,
"Gubser, Charles S. (Republican - California)",G000512,
"Gude, Gilbert (Republican - Maryland)",G000513,
"Gudger, V. Lamar (Democratic - North Carolina)",G000515,
"Guinta, Frank C. (Republican - New Hampshire)",G000570,
"Gunderson, Steve (Republican - Wisconsin)",G000524,
"Gunter, Bill (Democratic - Florida)",G000528,
"Gurney, Edward J. (Republican - Florida)",G000531,
"Guthrie, Brett (Republican - Kentucky)",G000558,
"Gutierrez, Luis V. (Democratic - Illinois)",G000535,
"Gutknecht, Gil (Republican - Minnesota)",G000536,
"Guyer, Tennyson (Republican - Ohio)",G000537,
"Hagan, Kay R. (Democratic - North Carolina)",H001049,
"Hagedorn, Thomas M. (Republican - Minnesota)",H000012,
"Hagel, Chuck (Republican - Nebraska)",H001028,
"Hahn, Janice (Democratic - California)",H001063,
"Haley, James A. (Democratic - Florida)",H000041,
"Hall, John J. (Democratic - New York)",H001039,
"Hall, Katie (Democratic - Indiana)",H000058,
"Hall, Ralph M. (Republican - Texas)",H000067,
"Hall, Sam B., Jr. (Democratic - Texas)",H000070,
"Hall, Tim L. (Democratic - Illinois)",H000073,
"Hall, Tony P. (Democratic - Ohio)",H000074,
"Halvorson, Deborah L. (Democratic - Illinois)",H001044,
"Hamburg, Dan (Democratic - California)",H000096,
"Hamilton, Lee H. (Democratic - Indiana)",H000114,
"Hammerschmidt, John P. (Republican - Arkansas)",H000124,
"Hanabusa, Colleen W. (Democratic - Hawaii)",H001050,
"Hance, Kent R. (Democratic - Texas)",H000144,
"Hancock, Mel (Republican - Missouri)",H000151,
"Hanley, James M. (Democratic - New York)",H000158,
"Hanna, Richard L. (Republican - New York)",H001051,
"Hanna, Richard T. (Democratic - California)",H000164,
"Hannaford, Mark W. (Democratic - California)",H000166,
"Hanrahan, Robert P. (Republican - Illinois)",H000168,
"Hansen, Clifford P. (Republican - Wyoming)",H000170,
"Hansen, George V. (Republican - Idaho)",H000171,
"Hansen, James V. (Republican - Utah)",H000172,
"Hansen, Julia Butler (Democratic - Washington)",H000174,
"Hansen, Orval (Republican - Idaho)",H000175,
"Hardy, Cresent (Republican - Nevada)",H001070,
"Hare, Phil (Democratic - Illinois)",H001040,
"Harkin, Tom (Democratic - Iowa)",H000206,
"Harman, Jane (Democratic - California)",H000213,
"Harper, Gregg (Republican - Mississippi)",H001045,
"Harrington, Michael J. (Democratic - Massachusetts)",H000230,
"Harris, Andy (Republican - Maryland)",H001052,
"Harris, Claude (Democratic - Alabama)",H000236,
"Harris, Herbert E., II (Democratic - Virginia)",H000241,
"Harris, Katherine (Republican - Florida)",H001035,
"Harrison, Frank (Democratic - Pennsylvania)",H000269,
"Harsha, William H. (Republican - Ohio)",H000281,
"Hart, Gary W. (Democratic - Colorado)",H000287,
"Hart, Melissa A. (Republican - Pennsylvania)",H001033,
"Hart, Philip A. (Democratic - Michigan)",H000291,
"Hartke, Vance (Democratic - Indiana)",H000297,
"Hartnett, Thomas F. (Republican - South Carolina)",H000302,
"Hartzler, Vicky (Republican - Missouri)",H001053,
"Harvey, James (Republican - Michigan)",H000306,
"Haskell, Floyd K. (Democratic - Colorado)",H000317,
"Hastert, J. Dennis (Republican - Illinois)",H000323,
"Hastings, Alcee L. (Democratic - Florida)",H000324,
"Hastings, Doc (Republican - Washington)",H000329,
"Hastings, James F. (Republican - New York)",H000327,
"Hatch, Orrin G. (Republican - Utah)",H000338,
"Hatcher, Charles (Democratic - Georgia)",H000340,
"Hatfield, Mark O. (Republican - Oregon)",H000343,
"Hatfield, Paul (Democratic - Montana)",H000344,
"Hathaway, William D. (Democratic - Maine)",H000346,
"Hawkins, Augustus F. (Democratic - California)",H000367,
"Hawkins, Paula (Republican - Florida)",H000374,
"Hayakawa, Samuel Ichiye (Republican - California)",H000384,
"Hayes, Charles A. (Democratic - Illinois)",H000388,
"Hayes, James A. (Republican - Louisiana)",H000390,
"Hayes, Philip H. (Democratic - Indiana)",H000392,
"Hayes, Robin (Republican - North Carolina)",H001029,
"Hays, Wayne L. (Democratic - Ohio)",H000408,
"Hayworth, J. D. (Republican - Arizona)",H000413,
"Hayworth, Nan A. S. (Republican - New York)",H001054,
"Hebert, F. Edward (Democratic - Louisiana)",H000437,
"Hechler, Ken (Democratic - West Virginia)",H000438,
"Hecht, Chic (Republican - Nevada)",H000439,
"Heck, Denny (Democratic - Washington)",H001064,
"Heck, Joseph J. (Republican - Nevada)",H001055,
"Heckler, Margaret M. (Republican - Massachusetts)",H000440,
"Hefley, Joel (Republican - Colorado)",H000444,
"Heflin, Howell (Democratic - Alabama)",H000445,
"Hefner, W. G. (Bill) (Democratic - North Carolina)",H000448,
"Heftel, Cecil (Democratic - Hawaii)",H000449,
"Heineman, Frederick K. (Fred) (Republican - North Carolina)",H000452,
"Heinrich, Martin (Democratic - New Mexico)",H001046,
"Heinz, John (Republican - Pennsylvania)",H000456,
"Heitkamp, Heidi (Democratic - North Dakota)",H001069,
"Heller, Dean (Republican - Nevada)",H001041,
"Helms, Jesse (Republican - North Carolina)",H000463,
"Helstoski, Henry (Democratic - New Jersey)",H000465,
"Henderson, David N. (Democratic - North Carolina)",H000479,
"Hendon, Bill (Republican - North Carolina)",H000490,
"Henry, Paul B. (Republican - Michigan)",H000514,
"Hensarling, Jeb (Republican - Texas)",H001036,
"Herger, Wally (Republican - California)",H000528,
"Herrera Beutler, Jaime (Republican - Washington)",H001056,
"Herseth Sandlin, Stephanie (Democratic - South Dakota)",H001037,
"Hertel, Dennis M. (Democratic - Michigan)",H000547,
"Hice, Jody B. (Republican - Georgia)",H001071,
"Hicks, Floyd V. (Democratic - Washington)",H000563,
"Higgins, Brian (Democratic - New York)",H001038,
"Hightower, Jack E. (Democratic - Texas)",H000582,
"Hiler, John Patrick (Republican - Indiana)",H000586,
"Hill, Baron P. (Democratic - Indiana)",H001030,
"Hill, J. French (Republican - Arkansas)",H001072,
"Hill, Rick (Republican - Montana)",H000605,
"Hilleary, Van (Republican - Tennessee)",H000615,
"Hilliard, Earl F. (Democratic - Alabama)",H000621,
"Hillis, Elwood H. (Republican - Indiana)",H000624,
"Himes, James A. (Democratic - Connecticut)",H001047,
"Hinchey, Maurice D. (Democratic - New York)",H000627,
"Hinojosa, Ruben (Democratic - Texas)",H000636,
"Hinshaw, Andrew J. (Republican - California)",H000638,
"Hinson, Jon C. (Republican - Mississippi)",H000641,
"Hirono, Mazie K. (Democratic - Hawaii)",H001042,
"Hoagland, Peter (Democratic - Nebraska)",H000652,
"Hobson, David L. (Republican - Ohio)",H000666,
"Hochbrueckner, George J. (Democratic - New York)",H000670,
"Hochul, Kathleen C. (Democratic - New York)",H001062,
"Hodes, Paul W. (Democratic - New Hampshire)",H001043,
"Hodges, Kaneaster, Jr. (Democratic - Arkansas)",H000675,
"Hoeffel, Joseph M. (Democratic - Pennsylvania)",H001031,
"Hoekstra, Peter (Republican - Michigan)",H000676,
"Hoeven, John (Republican - North Dakota)",H001061,
"Hogan, Lawrence J. (Republican - Maryland)",H000692,
"Hoke, Martin R. (Republican - Ohio)",H000707,
"Holden, Tim (Democratic - Pennsylvania)",H000712,
"Holding, George (Republican - North Carolina)",H001065,
"Holifield, Chet (Democratic - California)",H000713,
"Holland, Kenneth L. (Democratic - South Carolina)",H000719,
"Hollenbeck, Harold C. (Republican - New Jersey)",H000722,
"Hollings, Ernest F. (Democratic - South Carolina)",H000725,
"Holloway, Clyde (Republican - Louisiana)",H000729,
"Holt, Marjorie S. (Republican - Maryland)",H000747,
"Holt, Rush (Democratic - New Jersey)",H001032,
"Holtzman, Elizabeth (Democratic - New York)",H000752,
"Honda, Michael M. (Democratic - California)",H001034,
"Hooley, Darlene (Democratic - Oregon)",H000762,
"Hopkins, Larry J. (Republican - Kentucky)",H000776,
"Horn, Joan Kelly (Democratic - Missouri)",H000788,
"Horn, Stephen (Republican - California)",H000789,
"Horsford, Steven A. (Democratic - Nevada)",H001066,
"Horton, Frank J. (Republican - New York)",H000797,
"Hosmer, Craig (Republican - California)",H000802,
"Hostettler, John N. (Republican - Indiana)",H000807,
"Houghton, Amo (Republican - New York)",H000814,
"Howard, James J. (Democratic - New Jersey)",H000840,
"Howe, Allan (Democratic - Utah)",H000851,
"Hoyer, Steny H. (Democratic - Maryland)",H000874,
"Hruska, Roman L. (Republican - Nebraska)",H000875,
"Hubbard, Carroll, Jr. (Democratic - Kentucky)",H000878,
"Huber, Robert J. (Republican - Michigan)",H000897,
"Huckaby, Thomas J. (Jerry) (Democratic - Louisiana)",H000901,
"Huddleston, Walter (Dee) (Democratic - Kentucky)",H000905,
"Hudnut, William H., III (Republican - Indiana)",H000906,
"Hudson, Richard (Republican - North Carolina)",H001067,
"Huelskamp, Tim (Republican - Kansas)",H001057,
"Huffington, Michael (Republican - California)",H000912,
"Huffman, Jared (Democratic - California)",H001068,
"Hughes, Harold E. (Democratic - Iowa)",H000922,
"Hughes, William J. (Democratic - New Jersey)",H000930,
"Huizenga, Bill (Republican - Michigan)",H001058,
"Hulshof, Kenny C. (Republican - Missouri)",H000948,
"Hultgren, Randy (Republican - Illinois)",H001059,
"Humphrey, Gordon J. (Republican - New Hampshire)",H000951,
"Humphrey, Hubert H. (Democratic - Minnesota)",H000953,
"Humphrey, Muriel (Democratic - Minnesota)",H000956,
"Hungate, William L. (Democratic - Missouri)",H000965,
"Hunt, John E. (Republican - New Jersey)",H000972,
"Hunter, Duncan (Republican - California)",H000981,
"Hunter, Duncan D. (Republican - California)",H001048,
"Hurd, Will (Republican - Texas)",H001073,
"Hurt, Robert (Republican - Virginia)",H001060,
"Hutchinson, Asa (Republican - Arkansas)",H001014,
"Hutchinson, Edward (Republican - Michigan)",H001011,
"Hutchinson, John G. (Democratic - West Virginia)",H001013,
"Hutchinson, Tim (Republican - Arkansas)",H001015,
"Hutchison, Kay Bailey (Republican - Texas)",H001016,
"Hutto, Earl (Democratic - Florida)",H001018,
"Hyde, Henry J. (Republican - Illinois)",H001022,
"Ichord, Richard H. (Democratic - Missouri)",I000001,
"Inglis, Bob (Republican - South Carolina)",I000023,
"Inhofe, James M. (Republican - Oklahoma)",I000024,
"Inouye, Daniel K. (Democratic - Hawaii)",I000025,
"Inslee, Jay (Democratic - Washington)",I000026,
"Ireland, Andrew P. (Republican - Florida)",I000029,
"Isakson, Johnny (Republican - Georgia)",I000055,
"Israel, Steve (Democratic - New York)",I000057,
"Issa, Darrell E. (Republican - California)",I000056,
"Istook, Ernest J., Jr. (Republican - Oklahoma)",I000047,
